simulation,final_price,total_retail_pnl,total_big_player_pnl,avg_retail_sentiment,retail_sentiment_volatility,retail_volume_volatility,sentiment_volume_correlation,market_efficiency,equilibrium_price,equilibrium_sentiment
83,1364.6602962468296,9324214.704282897,-6518888.120004928,0.4864469370316258,0.13761522125544917,35.20529100121936,0.7239236674619852,0,1326.5546985598946,0.45114214523950985
84,1347.8472038626364,8481050.489589171,-9059619.195447544,0.4868011359424531,0.1397479957258639,34.006163208158505,0.7407803792276575,0,1341.3022096990337,0.4376963116800946
85,1317.3874167201154,7362772.053161179,-6887343.297364369,0.48559300101630976,0.1405586094501818,36.63772258535156,0.7212021657538173,0,1339.6319611697677,0.4342183267179811
86,1271.9763329753898,6616261.865783306,-4728617.682443415,0.49098232992763274,0.12733989466758594,27.195575420197265,0.6487634915425831,0,1307.8694323317086,0.43698345018237683
87,1405.2276224374375,10679514.013448551,-12098888.920649894,0.5082981958594361,0.14142953284991758,34.44427781280378,0.7478062750723347,0,1416.24588646309,0.47526208701173933
88,1352.6694014207123,8156196.119415605,-8081501.740357192,0.4964196854263618,0.1306988382438878,29.13343524965282,0.6909848362896432,0,1373.1881616055648,0.4501428102080031
89,1405.6615018099444,8906096.135196697,-6071421.755648228,0.48221005639091047,0.13390473021232152,33.94022211006872,0.7346955661737373,0,1375.852681750436,0.44285256683850055
90,1408.0927360167893,9166979.878587108,-9223488.921106035,0.4962254854329748,0.14452263497178983,36.41375317193032,0.6927488771757327,0,1408.5598138576108,0.44993757698512543
91,1384.440211916028,9365608.623953838,-10733871.819678023,0.4883037838362454,0.16768185648624134,46.76279981799216,0.8087170330726405,0,1354.3879789420166,0.4535986919888386
92,1282.23821067072,8304516.233179453,-8727576.584080435,0.5006025906289336,0.13522383305460026,28.53170104567771,0.6918334833039435,0,1258.4955368148371,0.4579971950005238
93,1252.4516393293195,7843026.140843166,-6883179.00583257,0.4855914885772674,0.12777138577981442,28.016757560837547,0.6975659925268378,0,1296.2772354526833,0.46163579714004965
94,1441.4751356664694,9120837.866142763,-8413300.10434283,0.49481654284878324,0.13566310737482093,32.96770303021884,0.7018913798743247,0,1464.4387227717746,0.4538567360172558
95,1478.2522122860535,10923298.952759968,-9743116.529335175,0.48776923263510646,0.14621861980720152,40.250360806629246,0.7383466636889376,0,1436.8984101766366,0.4711380136416546
96,1416.5792394914415,9010021.713256381,-10136195.234207047,0.49402461106608825,0.1343712316545898,30.581802030914414,0.6788065807231017,0,1437.5482383971946,0.4543299808687397
97,1450.7121895783473,10306168.865004288,-9192558.505706746,0.4922015060142475,0.13451308534935685,33.30060765083507,0.7258608318342297,0,1434.7789506443082,0.45895311486768636
98,1402.7908176313597,8136279.085640515,-6681888.633099125,0.4925172751313516,0.12027762673460478,21.946107601656152,0.5829771583614528,0,1428.8013416269525,0.4378173410609378
99,1330.1368778509707,9597380.737268595,-9217176.35268879,0.4836490687948424,0.16248449735080236,47.330326378745745,0.8124779855125113,0,1301.4655952106093,0.45898711389749713
